time_min,day,hour,solar_gen_kw,load_kw,battery_soc_kwh,grid_import_kw,grid_export_kw,cost_cents,cloud_cover
1980,1,9.0,0.3531292889159385,0.5832684119393103,0.675,0.23013912302337186,0.0,0.1726043422675289,0.9001199540687825
2040,1,10.0,0.44834705663866864,0.7785979366545066,0.675,0.33025088001583797,0.0,0.2476881600118785,0.8964586824637153
2100,1,11.0,1.9237216777049762,0.5788507890487581,1.9508565501025064,0.0,0.0,0.0,0.601683353866703
2160,1,12.0,4.0,0.7040736404351399,5.077646839026121,0.0,0.0,0.0,0.19006461058966687
2220,1,13.0,4.0,0.6933103011905369,8.214648128122342,0.0,0.0,0.0,0.16119534056605592
2280,1,14.0,0.819166319637768,0.5363299674242487,8.48297025154884,0.0,0.0,0.0,0.8108216419384239
2340,1,15.0,0.056802312198422675,0.6093215482141269,7.900563839260253,0.0,0.0,0.0,0.983933879942968
2400,1,16.0,0.36414412460514634,0.7179431634876992,7.527626906977806,0.0,0.0,0.0,0.8543423501579416
2460,1,17.0,0.1639362474431697,0.6249770327339625,7.041647248393953,0.0,0.0,0.0,0.8733197957837818
2520,1,18.0,2.1419862624917452e-16,2.5152054278048537,4.390387936700106,0.0,0.0,0.0,0.6501870965599095
2580,1,19.0,0.0,1.8117072775531362,2.480680786509854,0.0,0.0,0.0,0.9256015172431893
2640,1,20.0,0.0,0.7603213693471221,1.6792316928981756,0.0,0.0,0.0,0.6743949117526856
2700,1,21.0,0.0,3.1497180919091234,0.675,2.1970202574836315,0.0,1.6477651931127237,0.973706205139358
2760,1,22.0,0.0,0.5892846810119569,0.675,0.5892846810119569,0.0,0.44196351075896767,0.9576718710281327
2820,1,23.0,0.0,0.7503848372331028,0.675,0.7503848372331028,0.0,0.5627886279248271,0.40257028883267376
2880,2,0.0,0.0,0.5196813147734225,0.675,0.5196813147734225,0.0,0.3897609860800669,0.30076537054807995
2940,2,1.0,0.0,0.7345133438145003,0.675,0.7345133438145003,0.0,0.5508850078608752,0.8953998284740022
3000,2,2.0,0.0,0.6189970669187237,0.675,0.6189970669187237,0.0,0.46424780018904277,0.45122773271057964
3060,2,3.0,0.0,0.7341647860329295,0.675,0.7341647860329295,0.0,0.5506235895246971,0.2967872457367539
